City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Batticaloa,LK,2022-01-30 18:27:44,7.7102,81.6924,78.26,85,29,9.95
274,Saint George,US,2022-01-30 18:27:05,37.1041,-113.5841,55.35,28,0,1.01
275,Coffs Harbour,AU,2022-01-30 18:27:45,-30.3,153.1333,72.14,96,100,6.91
276,Acarau,BR,2022-01-30 18:27:45,-2.8856,-40.12,77.16,86,100,10.65
277,Wakkanai,JP,2022-01-30 18:27:45,45.4094,141.6739,17.69,61,100,11.27
278,Rocha,UY,2022-01-30 18:27:45,-34.4833,-54.3333,82.81,42,6,9.57
279,Malanje,AO,2022-01-30 18:27:46,-9.5402,16.341,65.35,96,99,4.38
280,Palmer,US,2022-01-30 18:23:14,42.1584,-72.3287,23.68,36,0,4.0
281,Guerrero Negro,MX,2022-01-30 18:23:37,27.9769,-114.0611,64.42,56,69,11.32
282,Quatre Cocos,MU,2022-01-30 18:27:46,-20.2078,57.7625,80.71,84,55,17.96
283,Kushmurun,KZ,2022-01-30 18:27:47,52.4503,64.6311,9.3,95,93,9.84
284,Clyde River,CA,2022-01-30 18:27:47,70.4692,-68.5914,-16.37,69,75,2.3
285,Mehamn,NO,2022-01-30 18:27:47,71.0357,27.8492,30.15,64,75,20.71
286,Kruisfontein,ZA,2022-01-30 18:27:48,-34.0033,24.7314,73.89,82,82,14.38
287,Belize,BZ,2022-01-30 18:27:23,17.25,-88.75,75.24,45,22,3.62
288,Belyy Yar,RU,2022-01-30 18:25:54,53.6039,91.3903,-19.14,81,100,0.0
289,Bealanana,MG,2022-01-30 18:27:48,-14.55,48.7333,66.67,92,76,2.59
290,Sept-Iles,CA,2022-01-30 18:27:49,50.2001,-66.3821,9.12,64,75,10.0
291,Pangody,RU,2022-01-30 18:27:49,65.85,74.4859,-8.97,98,83,7.16
292,Raga,SS,2022-01-30 18:27:49,8.4596,25.678,73.38,19,97,4.56
293,Guaratingueta,BR,2022-01-30 18:27:49,-22.8164,-45.1925,76.41,88,75,4.61
294,Bilibino,RU,2022-01-30 18:27:50,68.0546,166.4372,-8.66,92,100,5.01
295,Kawalu,ID,2022-01-30 18:27:50,-7.3817,108.2082,72.55,97,100,1.48
296,Port Hardy,CA,2022-01-30 18:27:51,50.6996,-127.4199,41.18,93,100,6.91
297,Bengkulu,ID,2022-01-30 18:27:51,-3.8004,102.2655,75.9,93,100,4.97
298,Chuy,UY,2022-01-30 18:27:51,-33.6971,-53.4616,79.32,54,98,12.62
299,Roros,NO,2022-01-30 18:27:52,62.5747,11.3842,22.84,80,75,14.97
300,Arenapolis,BR,2022-01-30 18:27:52,-14.4503,-56.8461,75.76,91,100,7.0
301,Boundiali,CI,2022-01-30 18:27:52,9.5217,-6.4869,89.82,11,51,5.5
302,Tinskoy,RU,2022-01-30 18:27:53,56.1525,96.9161,-1.43,99,100,1.25
303,Ortakoy,TR,2022-01-30 18:27:53,38.7373,34.0387,25.05,95,94,14.16
304,Mitu,CO,2022-01-30 18:27:53,1.1983,-70.1733,92.41,29,67,5.5
305,Madimba,TZ,2022-01-30 18:26:30,-10.4,40.3333,76.86,85,55,3.6
306,Kayes,ML,2022-01-30 18:27:54,14.0,-11.0,97.81,7,9,10.33
307,Hovd,MN,2022-01-30 18:27:54,48.0056,91.6419,-12.84,81,19,2.17
308,Pergamino,AR,2022-01-30 18:27:54,-33.89,-60.5736,94.24,19,0,8.03
309,Kahului,US,2022-01-30 18:27:55,20.8947,-156.47,75.85,72,0,0.0
310,Kupang,ID,2022-01-30 18:28:55,-10.1667,123.5833,81.18,89,75,8.05
311,Neryungri,RU,2022-01-30 18:28:55,56.6709,124.6491,-10.34,97,100,6.89
312,Hami,CN,2022-01-30 18:24:56,42.8,93.45,24.17,39,100,1.97
313,Terrasini,IT,2022-01-30 18:28:56,38.146,13.0844,54.97,73,0,11.5
314,Russell,US,2022-01-30 18:28:56,32.3502,-85.1999,59.13,34,0,8.05
315,Carballo,ES,2022-01-30 18:28:56,43.213,-8.691,56.62,85,0,0.6
316,Brazzaville,CG,2022-01-30 18:28:57,-4.2658,15.2832,86.31,74,20,5.75
317,Huarmey,PE,2022-01-30 18:28:57,-10.0681,-78.1522,73.65,77,100,8.39
318,Dire,ML,2022-01-30 18:28:57,12.2833,-10.9667,97.83,9,16,5.39
319,Nuuk,GL,2022-01-30 18:28:58,64.1835,-51.7216,14.61,85,75,5.75
320,Chokurdakh,RU,2022-01-30 18:28:58,70.6333,147.9167,-29.83,89,33,1.07
321,Walvis Bay,NA,2022-01-30 18:28:58,-22.9575,14.5053,67.08,80,41,7.54
322,San Pedro,PH,2022-01-30 18:28:59,14.35,121.0167,78.31,84,20,2.3
323,Sao Filipe,CV,2022-01-30 18:28:59,14.8961,-24.4956,71.82,70,100,15.59
324,Slave Lake,CA,2022-01-30 18:28:59,55.2834,-114.769,24.78,86,100,2.3
325,Les Cayes,HT,2022-01-30 18:29:00,18.2,-73.75,85.51,52,12,8.16
326,Kysyl-Syr,RU,2022-01-30 18:29:00,63.8986,122.7617,-24.36,100,99,3.67
327,Nagato,JP,2022-01-30 18:29:00,34.3833,131.2,42.71,58,98,11.5
328,Pokaran,IN,2022-01-30 18:29:01,26.9167,71.9167,66.11,26,0,6.31
329,Follonica,IT,2022-01-30 18:29:01,42.9263,10.7616,55.04,74,0,4.92
330,Saint-Philippe,RE,2022-01-30 18:29:01,-21.3585,55.7679,80.19,79,60,10.74
331,Ahipara,NZ,2022-01-30 18:29:01,-35.1667,173.1667,60.84,91,100,7.87
332,Letnyaya Stavka,RU,2022-01-30 18:29:02,45.4306,43.4472,32.09,89,99,8.25
333,Los Palacios,CU,2022-01-30 18:29:02,22.5872,-83.2486,68.27,42,67,10.13
334,Vanimo,PG,2022-01-30 18:29:02,-2.6741,141.3028,77.09,87,99,9.84
335,Touros,BR,2022-01-30 18:29:03,-5.1989,-35.4608,86.9,66,33,15.41
336,Bulgan,MN,2022-01-30 18:29:03,48.8125,103.5347,-8.75,91,9,4.12
337,Vila Velha,BR,2022-01-30 18:29:03,-20.3297,-40.2925,84.15,65,75,10.36
338,Manzhouli,CN,2022-01-30 18:29:04,49.6,117.4333,-11.13,94,9,6.06
339,Kaitangata,NZ,2022-01-30 18:29:04,-46.2817,169.8464,53.55,96,50,2.42
340,Riviere-Du-Loup,CA,2022-01-30 18:25:21,47.8304,-69.5342,12.47,62,89,6.91
341,Palampur,IN,2022-01-30 18:29:04,32.1167,76.5333,45.82,61,82,5.77
342,Rio Cuarto,AR,2022-01-30 18:25:53,-33.1307,-64.3499,89.37,37,20,11.5
343,Sur,OM,2022-01-30 18:29:05,22.5667,59.5289,72.28,67,2,1.3
344,Maidstone,GB,2022-01-30 18:25:56,51.2667,0.5167,45.86,81,80,3.0
345,Dickinson,US,2022-01-30 18:29:05,29.4608,-95.0513,69.03,41,0,1.99
346,El Dorado,US,2022-01-30 18:29:06,38.7666,-120.5177,53.62,36,0,1.79
347,Zhangjiakou,CN,2022-01-30 18:29:06,40.81,114.8794,14.05,55,63,7.7
348,San Juan,AR,2022-01-30 18:27:29,-31.5375,-68.5364,93.45,25,0,10.65
349,Ozernovskiy,RU,2022-01-30 18:29:06,51.5,156.5167,23.56,94,100,3.51
350,Talnakh,RU,2022-01-30 18:24:13,69.4865,88.3972,-12.44,97,86,8.79
351,Verkhniy Baskunchak,RU,2022-01-30 18:29:07,48.2256,46.7217,26.46,92,85,10.56
352,Esna,EG,2022-01-30 18:29:07,25.2934,32.554,57.22,35,82,8.01
353,Paris,FR,2022-01-30 18:25:49,48.8534,2.3488,47.14,77,100,3.44
354,Rio Gallegos,AR,2022-01-30 18:29:07,-51.6226,-69.2181,57.25,33,40,33.38
355,Hvide Sande,DK,2022-01-30 18:29:08,56.0045,8.1294,41.29,73,57,19.91
356,Vila Franca Do Campo,PT,2022-01-30 18:26:09,37.7167,-25.4333,59.2,79,80,14.54
357,Coahuayana,MX,2022-01-30 18:29:08,18.7333,-103.6833,87.28,28,0,5.75
358,Alta Floresta,BR,2022-01-30 18:30:09,-9.8756,-56.0861,84.02,70,40,6.91
359,Sistranda,NO,2022-01-30 18:30:09,63.7256,8.834,34.9,53,100,6.89
360,Palmas,BR,2022-01-30 18:30:10,-10.2128,-48.3603,85.87,66,40,8.05
361,Kango,GA,2022-01-30 18:30:10,0.1943,10.0951,78.37,82,97,4.59
362,Tenosique,MX,2022-01-30 18:30:11,17.4833,-91.4333,72.3,66,2,5.06
363,Ampanihy,MG,2022-01-30 18:30:11,-24.7,44.75,72.27,67,100,10.38
364,Mount Isa,AU,2022-01-30 18:30:11,-20.7333,139.5,74.97,100,75,9.22
365,Lansdale,US,2022-01-30 18:30:05,40.2415,-75.2838,26.22,44,0,1.01
366,Alofi,NU,2022-01-30 18:30:12,-19.0595,-169.9187,73.29,94,100,2.3
367,Nabire,ID,2022-01-30 18:30:12,-3.3667,135.4833,74.23,89,100,2.53
368,Kemi,FI,2022-01-30 18:30:13,65.8596,24.8228,6.57,85,0,9.22
369,Elizabeth City,US,2022-01-30 18:30:13,36.2946,-76.2511,36.05,42,0,8.05
370,Damghan,IR,2022-01-30 18:30:13,36.1683,54.348,37.02,39,0,3.98
371,Alyangula,AU,2022-01-30 18:30:14,-13.8483,136.4192,80.47,89,75,9.22
372,Canyon Lake,US,2022-01-30 18:30:14,29.8752,-98.2625,66.2,40,6,5.01
373,Viking,CA,2022-01-30 18:30:15,53.1001,-111.7684,32.52,84,77,4.23
374,Rafai,CF,2022-01-30 18:30:15,4.95,23.9167,74.68,25,100,2.3
375,Akonolinga,CM,2022-01-30 18:30:16,3.7667,12.25,73.38,28,100,1.19
376,Sigli,ID,2022-01-30 18:30:16,5.3848,95.9609,76.89,81,97,3.15
377,Berberati,CF,2022-01-30 18:30:17,4.2612,15.7922,76.73,20,100,4.03
378,Tuy Hoa,VN,2022-01-30 18:28:07,13.0833,109.3,73.33,90,52,5.1
379,Pitimbu,BR,2022-01-30 18:30:17,-7.4706,-34.8086,88.39,66,100,12.62
380,Poltavka,RU,2022-01-30 18:30:17,54.3663,71.7632,12.52,92,100,9.44
381,Aden,YE,2022-01-30 18:26:53,12.7794,45.0367,77.52,68,50,11.16
382,Broken Hill,AU,2022-01-30 18:30:18,-31.95,141.4333,78.51,65,75,8.05
383,Tuburan,PH,2022-01-30 18:30:18,6.6439,122.2736,75.29,79,68,3.71
384,Tashigang,BT,2022-01-30 18:30:18,27.3331,91.5542,43.02,80,56,3.47
385,Otradnoye,RU,2022-01-30 18:30:19,59.7775,30.8181,30.87,96,100,7.31
386,Montes Claros,BR,2022-01-30 18:30:15,-16.735,-43.8617,87.58,45,40,11.5
387,Nouadhibou,MR,2022-01-30 18:28:30,20.931,-17.0347,67.98,68,96,14.97
388,Wenling,CN,2022-01-30 18:30:19,28.3669,121.36,37.9,78,7,5.57
389,Sorong,ID,2022-01-30 18:28:18,-0.8833,131.25,81.18,77,100,8.97
390,Ouadda,CF,2022-01-30 18:30:20,8.0777,22.4007,71.56,25,47,5.5
391,Padang,ID,2022-01-30 18:30:20,-0.9492,100.3543,75.25,91,100,2.77
392,Palamos,ES,2022-01-30 18:30:20,41.8484,3.1291,56.68,59,0,0.89
393,Genhe,CN,2022-01-30 18:30:21,50.7833,121.5167,-18.36,100,30,1.25
394,Tilichiki,RU,2022-01-30 18:30:21,60.4667,166.1,23.85,79,100,15.75
395,Uige,AO,2022-01-30 18:26:57,-7.6087,15.0613,68.05,94,98,0.98
396,Kandrian,PG,2022-01-30 18:30:22,-6.2167,149.55,78.6,86,100,7.72
397,Masterton,NZ,2022-01-30 18:30:22,-40.9597,175.6575,61.97,80,91,1.86
398,Rabo De Peixe,PT,2022-01-30 18:30:22,37.8,-25.5833,58.28,92,40,13.8
399,The Valley,AI,2022-01-30 18:30:22,18.217,-63.0578,85.86,69,40,12.66
400,Ardakan,IR,2022-01-30 18:30:23,32.31,54.0175,43.18,27,6,2.08
401,Kupino,RU,2022-01-30 18:30:23,54.3663,77.2981,16.99,96,93,7.96
402,Murgab,TM,2022-01-30 18:30:24,37.4966,61.9714,40.87,60,0,9.22
403,Kyra,RU,2022-01-30 18:30:24,49.5776,111.9753,-11.0,94,15,5.1
404,Husavik,IS,2022-01-30 18:31:24,66.0449,-17.3389,28.31,70,24,25.1
405,Vung Tau,VN,2022-01-30 18:31:25,10.346,107.0843,77.74,81,52,18.12
406,Sinnamary,GF,2022-01-30 18:31:25,5.3833,-52.95,79.86,78,30,10.16
407,Tahe,CN,2022-01-30 18:31:25,52.3333,124.7333,-6.12,91,98,4.43
408,Paita,PE,2022-01-30 18:31:26,-5.0892,-81.1144,84.76,69,85,10.89
409,Tyret Pervaya,RU,2022-01-30 18:31:26,53.6703,102.3106,-8.57,99,100,2.84
410,Dunedin,NZ,2022-01-30 18:26:58,-45.8742,170.5036,54.81,90,32,4.59
411,Pacifica,US,2022-01-30 18:30:39,37.6138,-122.4869,58.26,80,20,3.0
412,Marsh Harbour,BS,2022-01-30 18:31:26,26.5412,-77.0636,62.56,58,100,12.12
413,Nemuro,JP,2022-01-30 18:31:27,43.3236,145.575,16.12,68,21,14.32
414,Santa Isabel,BR,2022-01-30 18:26:36,-23.3156,-46.2214,73.18,96,100,3.62
415,Grand Gaube,MU,2022-01-30 18:31:27,-20.0064,57.6608,81.0,74,100,3.0
416,Sawakin,SD,2022-01-30 18:31:28,19.1059,37.3321,70.74,65,9,8.88
417,Port Elizabeth,ZA,2022-01-30 18:31:28,-33.918,25.5701,76.1,87,100,15.57
418,Tsukumi,JP,2022-01-30 18:31:28,33.0706,131.8572,38.3,80,62,11.36
419,Petropavlovsk-Kamchatskiy,RU,2022-01-30 18:31:18,53.0452,158.6483,12.79,85,75,8.95
420,Tombouctou,ML,2022-01-30 18:31:29,20.0,-3.0,77.2,13,24,11.77
421,Severodvinsk,RU,2022-01-30 18:31:21,64.5635,39.8302,14.11,95,100,5.95
422,Amarante Do Maranhao,BR,2022-01-30 18:31:29,-5.5667,-46.7422,79.23,83,100,3.62
423,Port Lincoln,AU,2022-01-30 18:31:12,-34.7333,135.8667,65.89,85,2,9.64
424,Mazyr,BY,2022-01-30 18:31:30,52.0495,29.2456,31.66,96,100,10.45
425,Morondava,MG,2022-01-30 18:31:30,-20.2833,44.2833,83.25,73,60,13.87
426,Prince Rupert,CA,2022-01-30 18:31:12,54.3161,-130.3201,38.89,93,100,6.91
427,Templin,DE,2022-01-30 18:31:30,53.1186,13.5022,43.14,73,7,14.7
428,Turek,PL,2022-01-30 18:31:31,52.0155,18.5005,40.96,62,100,25.93
429,Safford,US,2022-01-30 18:31:31,32.834,-109.7076,61.52,35,40,4.61
430,Grindavik,IS,2022-01-30 18:29:11,63.8424,-22.4338,26.55,80,75,33.38
431,Gizo,SB,2022-01-30 18:27:52,-8.103,156.8419,81.41,79,98,8.72
432,Plettenberg Bay,ZA,2022-01-30 18:31:31,-34.0527,23.3716,70.86,92,100,4.79
433,Lima,PE,2022-01-30 18:31:30,-12.0432,-77.0282,73.9,76,40,1.99
434,Eureka,US,2022-01-30 18:31:32,40.8021,-124.1637,51.93,82,99,1.01
435,Araouane,ML,2022-01-30 18:31:32,18.9048,-3.5265,78.26,13,86,11.54
436,Yakeshi,CN,2022-01-30 18:31:33,49.2833,120.7333,-29.2,100,88,2.24
437,Anadyr,RU,2022-01-30 18:31:33,64.75,177.4833,-19.52,82,75,2.24
438,Yulara,AU,2022-01-30 18:31:33,-25.2406,130.9889,73.24,100,100,13.8
439,Srandakan,ID,2022-01-30 18:31:34,-7.9386,110.2506,63.73,89,100,3.74
440,Vostok,RU,2022-01-30 18:31:34,46.4856,135.8833,-21.75,99,63,3.65
441,Kurilsk,RU,2022-01-30 18:31:34,45.2333,147.8833,18.27,65,100,17.2
442,Praia Da Vitoria,PT,2022-01-30 18:31:35,38.7333,-27.0667,60.76,82,40,21.88
443,Gubskaya,RU,2022-01-30 18:31:35,44.3164,40.6358,23.45,89,54,5.41
444,Yinchuan,CN,2022-01-30 18:31:36,38.4681,106.2731,17.35,29,0,6.62
445,Basoko,CD,2022-01-30 18:31:36,1.2391,23.616,78.87,37,91,1.1
446,Lamar,US,2022-01-30 18:31:37,33.6668,-95.5836,64.98,21,0,0.0
447,Norman,US,2022-01-30 18:31:37,35.2226,-97.4395,60.91,27,0,6.91
448,Kuching,MY,2022-01-30 18:31:37,1.55,110.3333,77.22,94,40,0.0
449,Deqing,CN,2022-01-30 18:31:37,30.5448,119.9599,31.96,80,7,2.75
450,Antibes,FR,2022-01-30 18:27:44,43.5624,7.1278,54.88,80,75,4.61
451,Luanda,AO,2022-01-30 18:28:04,-8.8368,13.2343,79.32,82,98,11.97
452,Mogadishu,SO,2022-01-30 18:30:57,2.0371,45.3438,77.36,83,100,22.01
453,Khandyga,RU,2022-01-30 18:32:38,62.6667,135.6,-39.84,100,57,1.12
454,Albanel,CA,2022-01-30 18:32:38,48.8832,-72.4487,6.94,51,30,16.11
455,Phan Thiet,VN,2022-01-30 18:31:29,10.9333,108.1,74.68,83,100,6.93
456,Rostovka,RU,2022-01-30 18:32:39,55.3842,71.8891,12.87,96,100,6.62
457,Wum,CM,2022-01-30 18:32:39,6.3833,10.0667,70.77,24,55,2.55
458,Cortez,US,2022-01-30 18:32:39,37.3489,-108.5859,51.42,39,0,3.44
459,Sirjan,IR,2022-01-30 18:32:40,29.452,55.6814,47.23,54,21,7.09
460,Esil,KZ,2022-01-30 18:32:40,51.9556,66.4042,12.61,95,100,11.83
461,Torbay,CA,2022-01-30 18:30:00,47.6666,-52.7314,47.17,85,100,28.77
462,Bom Jesus,BR,2022-01-30 18:32:40,-9.0744,-44.3586,82.22,65,29,5.86
463,Arroyo,ES,2022-01-30 18:32:41,41.6096,-4.7969,49.06,38,0,2.73
464,Saldanha,ZA,2022-01-30 18:32:41,-33.0117,17.9442,77.05,89,100,15.46
465,Buy,RU,2022-01-30 18:32:41,58.4786,41.53,14.88,95,100,7.83
466,Moose Factory,CA,2022-01-30 18:32:42,51.2585,-80.6094,-0.4,71,0,12.66
467,Auki,SB,2022-01-30 18:32:42,-8.7676,160.7034,77.4,87,94,3.53
468,Pau Brasil,BR,2022-01-30 18:32:43,-15.4642,-39.6511,87.55,56,55,3.0
469,Sioux Lookout,CA,2022-01-30 18:31:42,50.1001,-91.917,3.58,85,100,4.61
470,Kingsville,US,2022-01-30 18:32:43,27.5159,-97.8561,71.69,49,100,4.0
471,Minsk,BY,2022-01-30 18:32:43,53.9,27.5667,31.75,96,75,6.51
472,Corn Island,NI,2022-01-30 18:32:44,12.1694,-83.0418,80.1,69,6,15.7
473,Henderson,US,2022-01-30 18:32:43,36.0397,-114.9819,64.38,17,0,11.5
474,Tabou,CI,2022-01-30 18:32:44,4.423,-7.3528,80.78,82,77,7.65
475,Belaya Gora,RU,2022-01-30 18:32:44,68.5333,146.4167,-32.04,100,89,1.03
476,Puri,IN,2022-01-30 18:32:45,19.8,85.85,61.32,57,0,5.86
477,Vernon,CA,2022-01-30 18:30:38,50.2581,-119.2691,34.12,70,100,11.99
478,Voi,KE,2022-01-30 18:32:45,-3.3945,38.563,72.41,86,100,4.92
479,Hofn,IS,2022-01-30 18:32:46,64.2539,-15.2082,26.69,50,0,25.61
480,Freeport,US,2022-01-30 18:28:04,40.6576,-73.5832,27.48,54,0,7.0
481,Coari,BR,2022-01-30 18:32:46,-4.085,-63.1414,82.15,81,98,4.05
482,Darnah,LY,2022-01-30 18:32:46,32.767,22.6367,55.98,74,99,30.65
483,Robe,AU,2022-01-30 18:32:47,-37.1833,139.75,63.1,95,67,5.5
484,Kemijarvi,FI,2022-01-30 18:32:47,66.7131,27.4306,-2.63,100,76,2.62
485,Neuquen,AR,2022-01-30 18:32:47,-38.9516,-68.0591,80.49,18,0,12.66
486,Hanmer Springs,NZ,2022-01-30 18:32:47,-42.5167,172.8167,60.42,71,13,1.1
487,Altay,CN,2022-01-30 18:32:48,47.8667,88.1167,3.36,54,32,7.45
488,North Bend,US,2022-01-30 18:32:48,43.4065,-124.2243,50.07,100,100,9.22
489,Chala,TZ,2022-01-30 18:32:48,-7.5833,31.2667,58.08,97,100,3.6
490,Vallenar,CL,2022-01-30 18:30:19,-28.5708,-70.7581,82.62,31,0,12.59
491,Amapa,BR,2022-01-30 18:32:49,1.0,-52.0,79.79,87,21,4.0
492,Diffa,NE,2022-01-30 18:32:49,13.3154,12.6113,68.45,16,0,9.46
493,Wlodawa,PL,2022-01-30 18:32:49,51.55,23.55,37.71,79,100,26.4
494,Maldonado,UY,2022-01-30 18:32:50,-34.6667,-54.9167,85.23,42,0,10.4
495,Mantua,IT,2022-01-30 18:32:50,45.1667,10.7833,48.49,86,0,1.99
496,Sanchursk,RU,2022-01-30 18:32:51,56.9413,47.2499,16.38,96,100,5.99
497,Nishihara,JP,2022-01-30 18:32:46,26.1842,127.7558,58.28,63,75,25.32
498,Ambalavao,MG,2022-01-30 18:32:51,-21.8333,46.9333,65.1,92,41,5.39
499,Lavrentiya,RU,2022-01-30 18:33:52,65.5833,-171.0,-5.12,89,3,5.1
500,Solnechnyy,RU,2022-01-30 18:33:52,50.7214,136.6319,-10.3,98,94,2.77
501,Yarkovo,RU,2022-01-30 18:33:53,57.4028,67.0786,-0.89,99,100,2.33
502,Minot,US,2022-01-30 18:33:53,48.2325,-101.2963,29.12,68,0,5.75
503,San Patricio,US,2022-01-30 18:33:54,28.017,-97.5169,71.69,48,3,12.44
504,Coruripe,BR,2022-01-30 18:33:54,-10.1256,-36.1756,84.22,63,79,13.6
505,Umm Lajj,SA,2022-01-30 18:29:04,25.0213,37.2685,66.34,59,93,11.83
506,Tazovskiy,RU,2022-01-30 18:33:54,67.4667,78.7,-11.63,99,98,8.23
507,Oistins,BB,2022-01-30 18:30:22,13.0667,-59.5333,84.29,65,40,18.41
508,Balvi,LV,2022-01-30 18:33:55,57.1313,27.2658,30.24,99,100,2.62
509,Elat,IL,2022-01-30 18:33:55,29.5581,34.9482,57.04,41,0,13.8
510,La Ronge,CA,2022-01-30 18:31:13,55.1001,-105.2842,12.45,85,100,9.22
511,San Cristobal,VE,2022-01-30 18:33:56,7.7669,-72.225,69.98,50,99,6.15
512,Diu,IN,2022-01-30 18:33:56,20.7141,70.9822,65.84,49,0,9.55
513,Buenaventura,CO,2022-01-30 18:33:57,3.8801,-77.0312,80.33,84,100,4.72
514,Belmonte,BR,2022-01-30 18:33:57,-15.8631,-38.8828,88.3,64,42,12.06
515,Erenhot,CN,2022-01-30 18:33:58,43.6475,111.9767,6.42,91,100,16.44
516,Madona,LV,2022-01-30 18:33:58,56.8533,26.217,30.18,99,100,1.63
517,Dryden,CA,2022-01-30 18:33:59,49.7833,-92.7503,3.49,85,0,4.61
518,Fairbanks,US,2022-01-30 18:32:47,64.8378,-147.7164,-26.01,71,40,0.0
519,Nouakchott,MR,2022-01-30 18:33:59,18.0858,-15.9785,71.53,66,100,18.5
520,Kibungo,RW,2022-01-30 18:33:59,-2.1597,30.5427,74.32,70,100,3.02
521,Teya,RU,2022-01-30 18:34:00,60.3778,92.6267,-5.49,100,100,2.77
522,Dhidhdhoo,MV,2022-01-30 18:34:00,6.8833,73.1,80.98,76,8,8.63
523,Kasongo-Lunda,CD,2022-01-30 18:34:01,-6.4667,16.8167,77.45,72,100,2.04
524,Tiznit,MA,2022-01-30 18:34:01,29.5833,-9.5,65.21,22,100,16.84
525,Svetlaya,RU,2022-01-30 18:34:01,46.5389,138.3297,0.41,77,70,9.44
526,Bitlis,TR,2022-01-30 18:34:02,38.5,42.25,13.86,99,100,7.54
527,Khash,IR,2022-01-30 18:34:02,28.2211,61.2158,51.58,54,0,3.74
528,Los Llanos De Aridane,ES,2022-01-30 18:34:02,28.6585,-17.9182,64.15,84,20,1.01
529,Leh,IN,2022-01-30 18:34:03,34.1667,77.5833,9.75,89,100,1.7
530,Aitape,PG,2022-01-30 18:34:03,-3.1374,142.3475,76.75,89,100,11.07
531,Barcelos,PT,2022-01-30 18:29:53,41.5388,-8.6151,58.84,60,2,3.47
532,Kirksville,US,2022-01-30 18:34:03,40.1948,-92.5833,26.11,65,0,7.0
533,Kendari,ID,2022-01-30 18:34:04,-3.945,122.4989,77.07,88,100,4.27
534,Pontes E Lacerda,BR,2022-01-30 18:34:04,-15.2261,-59.3353,78.78,86,96,6.15
535,Bisira,PA,2022-01-30 18:34:05,8.5196,-81.7115,69.58,50,6,9.37
536,Sairang,IN,2022-01-30 18:34:05,23.8,92.6667,49.44,79,0,2.82
537,Kieta,PG,2022-01-30 18:34:05,-6.2167,155.6333,79.11,85,100,5.95
538,Mercedes,AR,2022-01-30 18:34:06,-34.6515,-59.4307,88.86,25,0,7.65
539,Karratha,AU,2022-01-30 18:34:06,-20.7377,116.8463,82.69,62,47,21.56
540,Mosetse,BW,2022-01-30 18:34:06,-20.75,26.65,69.84,82,100,11.77
541,Itoman,JP,2022-01-30 18:34:07,26.1247,127.6694,59.02,63,75,25.32
542,Yazman,PK,2022-01-30 18:34:07,29.1212,71.7446,63.25,21,0,5.39
543,Supaul,IN,2022-01-30 18:34:07,26.1167,86.6,56.01,63,0,1.16
544,Falmouth,GB,2022-01-30 18:30:01,50.1544,-5.0711,49.1,93,75,11.5
545,Semey,KZ,2022-01-30 18:34:08,50.4111,80.2275,14.2,89,100,10.09
546,Waingapu,ID,2022-01-30 18:34:08,-9.6567,120.2641,79.34,80,100,9.93
547,Loikaw,MM,2022-01-30 18:34:09,19.6742,97.2094,52.25,49,1,3.89
